x,y,yaw
298476.775,4137808.279,-2.237249
298476.651,4137808.122,-2.237255
298476.527,4137807.965,-2.237256
298476.404,4137807.808,-2.237254
298476.280,4137807.651,-2.237249
298476.157,4137807.493,-2.237241
298476.033,4137807.336,-2.237229
298475.910,4137807.179,-2.237214
298475.786,4137807.022,-2.237196
298475.662,4137806.865,-2.237174
298475.539,4137806.708,-2.237148
298475.415,4137806.551,-2.237120
298475.292,4137806.393,-2.237086
298475.168,4137806.236,-2.237049
298475.045,4137806.079,-2.237010
298474.921,4137805.922,-2.236974
298474.797,4137805.765,-2.236944
298474.674,4137805.608,-2.236925
298474.550,4137805.450,-2.236921
298474.427,4137805.293,-2.236932
298474.303,4137805.136,-2.236957
298474.180,4137804.979,-2.236997
298474.056,4137804.822,-2.237051
298473.933,4137804.665,-2.237122
298473.809,4137804.507,-2.237207
298473.686,4137804.350,-2.237301
298473.562,4137804.193,-2.237397
298473.438,4137804.036,-2.237487
298473.315,4137803.879,-2.237563
298473.191,4137803.722,-2.237620
298473.067,4137803.565,-2.237657
298472.944,4137803.408,-2.237677
298472.820,4137803.251,-2.237678
298472.696,4137803.093,-2.237662
298472.573,4137802.936,-2.237628
298472.449,4137802.779,-2.237576
298472.326,4137802.622,-2.237506
298472.202,4137802.465,-2.237417
298472.078,4137802.308,-2.237308
298471.955,4137802.151,-2.237180
298471.831,4137801.994,-2.237042
298471.708,4137801.837,-2.236907
298471.584,4137801.679,-2.236785
298471.460,4137801.522,-2.236689
298471.337,4137801.365,-2.236624
298471.214,4137801.208,-2.236594
298471.090,4137801.051,-2.236596
298470.967,4137800.893,-2.236628
298470.843,4137800.736,-2.236694
298470.720,4137800.579,-2.236794
298470.596,4137800.422,-2.236923
298470.472,4137800.265,-2.237070
298470.349,4137800.107,-2.237225
298470.225,4137799.950,-2.237374
298470.102,4137799.793,-2.237507
298469.978,4137799.636,-2.237620
298469.854,4137799.479,-2.237711
298469.731,4137799.322,-2.237784
298469.607,4137799.165,-2.237839
298469.483,4137799.008,-2.237875
298469.360,4137798.851,-2.237892
298469.236,4137798.694,-2.237891
298469.112,4137798.537,-2.237872
298468.989,4137798.379,-2.237821
298468.865,4137798.222,-2.237736
298468.741,4137798.065,-2.237667
298468.618,4137797.908,-2.237666
298468.494,4137797.751,-2.237754
298468.370,4137797.594,-2.237927
298468.247,4137797.437,-2.238157
298468.123,4137797.280,-2.238392
298467.999,4137797.123,-2.238565
298467.875,4137796.966,-2.238632
298467.752,4137796.809,-2.238602
298467.628,4137796.652,-2.238480
298467.504,4137796.495,-2.238270
298467.380,4137796.338,-2.237989
298467.257,4137796.181,-2.237662
298467.133,4137796.024,-2.237321
298467.009,4137795.867,-2.236992
298466.886,4137795.710,-2.236697
298466.762,4137795.552,-2.236445
298466.639,4137795.395,-2.236230
298466.515,4137795.238,-2.236049
298466.392,4137795.081,-2.235903
298466.269,4137794.923,-2.235790
298466.145,4137794.766,-2.235713
298466.022,4137794.609,-2.235670
298465.899,4137794.451,-2.235661
298465.775,4137794.294,-2.235689
298465.652,4137794.137,-2.235753
298465.529,4137793.979,-2.235847
298465.405,4137793.822,-2.235963
298465.282,4137793.665,-2.236093
298465.158,4137793.508,-2.236227
298465.035,4137793.350,-2.236359
298464.912,4137793.193,-2.236487
298464.788,4137793.036,-2.236613
298464.665,4137792.879,-2.236736
298464.541,4137792.721,-2.236858
298464.418,4137792.564,-2.236979
298464.294,4137792.407,-2.237098
298464.170,4137792.250,-2.237214
298464.047,4137792.093,-2.237326
298463.923,4137791.936,-2.237433
298463.800,4137791.779,-2.237533
298463.676,4137791.621,-2.237625
298463.552,4137791.464,-2.237709
298463.429,4137791.307,-2.237786
298463.305,4137791.150,-2.237855
298463.181,4137790.993,-2.237916
298463.058,4137790.836,-2.237970
298462.934,4137790.679,-2.238016
298462.810,4137790.522,-2.238055
298462.687,4137790.365,-2.238087
298462.563,4137790.208,-2.238111
298462.439,4137790.051,-2.238127
298462.315,4137789.894,-2.238135
298462.192,4137789.737,-2.238134
298462.068,4137789.580,-2.238122
298461.944,4137789.423,-2.238099
298461.820,4137789.266,-2.238063
298461.697,4137789.109,-2.238015
298461.573,4137788.952,-2.237955
298461.449,4137788.795,-2.237882
298461.326,4137788.638,-2.237797
298461.202,4137788.480,-2.237698
298461.078,4137788.323,-2.237588
298460.955,4137788.166,-2.237471
298460.831,4137788.009,-2.237350
298460.707,4137787.852,-2.237231
298460.584,4137787.695,-2.237118
298460.460,4137787.538,-2.237013
298460.337,4137787.381,-2.236916
298460.213,4137787.223,-2.236826
298460.090,4137787.066,-2.236744
298459.966,4137786.909,-2.236668
298459.843,4137786.752,-2.236600
298459.719,4137786.595,-2.236539
298459.596,4137786.437,-2.236485
298459.472,4137786.280,-2.236437
298459.349,4137786.123,-2.236396
298459.225,4137785.966,-2.236362
298459.102,4137785.808,-2.236339
298458.978,4137785.651,-2.236330
298458.855,4137785.494,-2.236339
298458.732,4137785.337,-2.236369
298458.608,4137785.179,-2.236420
298458.485,4137785.022,-2.236495
298458.361,4137784.865,-2.236590
298458.238,4137784.708,-2.236707
298458.114,4137784.551,-2.236849
298457.991,4137784.393,-2.237014
298457.867,4137784.236,-2.237196
298457.744,4137784.079,-2.237387
298457.620,4137783.922,-2.237575
298457.496,4137783.765,-2.237751
298457.373,4137783.608,-2.237906
298457.249,4137783.451,-2.238038
298457.125,4137783.294,-2.238147
298457.002,4137783.137,-2.238235
298456.878,4137782.980,-2.238302
298456.754,4137782.823,-2.238348
298456.630,4137782.666,-2.238373
298456.507,4137782.509,-2.238376
298456.383,4137782.352,-2.238359
298456.259,4137782.195,-2.238318
298456.135,4137782.038,-2.238255
298456.011,4137781.881,-2.238174
298455.888,4137781.724,-2.238082
298455.764,4137781.567,-2.237986
298455.640,4137781.410,-2.237893
298455.517,4137781.252,-2.237809
298455.393,4137781.095,-2.237736
298455.269,4137780.938,-2.237673
298455.146,4137780.781,-2.237619
298455.022,4137780.624,-2.237574
298454.898,4137780.467,-2.237539
298454.775,4137780.310,-2.237513
298454.651,4137780.153,-2.237495
298454.527,4137779.996,-2.237480
298454.404,4137779.839,-2.237467
298454.280,4137779.682,-2.237453
298454.157,4137779.524,-2.237435
298454.033,4137779.367,-2.237414
298453.909,4137779.210,-2.237389
298453.786,4137779.053,-2.237362
298453.662,4137778.896,-2.237331
298453.539,4137778.739,-2.237298
298453.415,4137778.582,-2.237262
298453.291,4137778.425,-2.237222
298453.168,4137778.267,-2.237180
298453.044,4137778.110,-2.237137
298452.921,4137777.953,-2.237094
298452.797,4137777.796,-2.237054
298452.674,4137777.639,-2.237017
298452.550,4137777.482,-2.236984
298452.426,4137777.324,-2.236954
298452.303,4137777.167,-2.236928
298452.179,4137777.010,-2.236906
298452.056,4137776.853,-2.236887
298451.932,4137776.696,-2.236872
298451.809,4137776.539,-2.236860
298451.685,4137776.381,-2.236852
298451.562,4137776.224,-2.236847
298451.438,4137776.067,-2.236846
298451.315,4137775.910,-2.236849
298451.191,4137775.753,-2.236854
298451.068,4137775.595,-2.236860
298450.944,4137775.438,-2.236867
298450.821,4137775.281,-2.236873
298450.697,4137775.124,-2.236879
298450.574,4137774.967,-2.236883
298450.450,4137774.810,-2.236887
298450.326,4137774.652,-2.236890
298450.203,4137774.495,-2.236892
298450.079,4137774.338,-2.236892
298449.956,4137774.181,-2.236889
298449.832,4137774.024,-2.236886
298449.709,4137773.866,-2.236893
298449.585,4137773.709,-2.236918
298449.462,4137773.552,-2.236971
298449.338,4137773.395,-2.237061
298449.215,4137773.238,-2.237191
298449.091,4137773.081,-2.237363
298448.967,4137772.924,-2.237575
298448.844,4137772.766,-2.237834
298448.720,4137772.609,-2.238134
298448.596,4137772.452,-2.238458
298448.473,4137772.295,-2.238785
298448.349,4137772.138,-2.239086
298448.225,4137771.981,-2.239339
298448.101,4137771.825,-2.239525
298447.977,4137771.668,-2.239639
298447.853,4137771.511,-2.239685
298447.729,4137771.354,-2.239665
298447.605,4137771.197,-2.239580
298447.481,4137771.040,-2.239429
298447.357,4137770.884,-2.239213
298447.233,4137770.727,-2.238931
298447.110,4137770.570,-2.238581
298446.986,4137770.413,-2.238148
298446.862,4137770.256,-2.237644
298446.738,4137770.099,-2.237109
298446.615,4137769.941,-2.236598
298446.491,4137769.784,-2.236174
298446.368,4137769.627,-2.235891
298446.245,4137769.470,-2.235791
298446.121,4137769.312,-2.235889
298445.998,4137769.155,-2.236169
298445.874,4137768.998,-2.236630
298445.751,4137768.841,-2.237270
298445.627,4137768.683,-2.238090
298445.504,4137768.526,-2.239090
298445.380,4137768.370,-2.240269
298445.256,4137768.213,-2.241754
298445.131,4137768.056,-2.243586
298445.007,4137767.900,-2.245198
298444.882,4137767.744,-2.246200
298444.757,4137767.588,-2.246381
298444.632,4137767.432,-2.245708
298444.507,4137767.276,-2.244330
298444.382,4137767.119,-2.242573
298444.258,4137766.963,-2.240945
298444.134,4137766.806,-2.239737
298444.010,4137766.649,-2.238700
298443.886,4137766.492,-2.237833
298443.762,4137766.335,-2.237137
298443.639,4137766.178,-2.236612
298443.515,4137766.021,-2.236257
298443.392,4137765.864,-2.236075
298443.268,4137765.706,-2.236079
298443.145,4137765.549,-2.236257
298443.022,4137765.392,-2.236573
298442.898,4137765.235,-2.236979
298442.775,4137765.077,-2.237422
298442.651,4137764.920,-2.237856
298442.527,4137764.763,-2.238246
298442.403,4137764.606,-2.238581
298442.280,4137764.449,-2.238874
298442.156,4137764.292,-2.239127
298442.032,4137764.135,-2.239341
298441.908,4137763.979,-2.239515
298441.784,4137763.822,-2.239649
298441.660,4137763.665,-2.239744
298441.536,4137763.508,-2.239798
298441.412,4137763.351,-2.239809
298441.288,4137763.194,-2.239780
298441.164,4137763.038,-2.239719
298441.040,4137762.881,-2.239636
298440.916,4137762.724,-2.239543
298440.792,4137762.567,-2.239450
298440.668,4137762.410,-2.239365
298440.544,4137762.253,-2.239290
298440.421,4137762.096,-2.239221
298440.297,4137761.940,-2.239159
298440.173,4137761.783,-2.239104
298440.049,4137761.626,-2.239055
298439.925,4137761.469,-2.239012
298439.801,4137761.312,-2.238976
298439.677,4137761.155,-2.238947
298439.553,4137760.998,-2.238925
298439.430,4137760.841,-2.238909
298439.306,4137760.684,-2.238899
298439.182,4137760.527,-2.238894
298439.058,4137760.370,-2.238892
298438.934,4137760.213,-2.238894
298438.810,4137760.056,-2.238898
298438.687,4137759.900,-2.238905
298438.563,4137759.743,-2.238914
298438.439,4137759.586,-2.238926
298438.315,4137759.429,-2.238940
298438.191,4137759.272,-2.238956
298438.067,4137759.115,-2.238975
298437.943,4137758.958,-2.238997
298437.820,4137758.801,-2.239021
298437.696,4137758.644,-2.239049
298437.572,4137758.487,-2.239079
298437.448,4137758.330,-2.239110
298437.324,4137758.173,-2.239140
298437.200,4137758.017,-2.239168
298437.076,4137757.860,-2.239191
298436.952,4137757.703,-2.239208
298436.829,4137757.546,-2.239219
298436.705,4137757.389,-2.239225
298436.581,4137757.232,-2.239225
298436.457,4137757.075,-2.239219
298436.333,4137756.918,-2.239208
298436.209,4137756.761,-2.239191
298436.085,4137756.604,-2.239169
298435.961,4137756.448,-2.239141
298435.837,4137756.291,-2.239107
298435.713,4137756.134,-2.239067
298435.590,4137755.977,-2.239024
298435.466,4137755.820,-2.238981
298435.342,4137755.663,-2.238947
298435.218,4137755.506,-2.238916
298435.094,4137755.349,-2.238889
298434.850,4137755.039,-2.238865
