x,y,yaw
298498.564,4137891.817,-2.962640
298498.367,4137891.781,-2.962384
298498.170,4137891.746,-2.964563
298497.974,4137891.710,-2.964508
298497.777,4137891.675,-2.960983
298497.580,4137891.638,-2.953970
298497.384,4137891.600,-2.943449
298497.188,4137891.559,-2.929401
298496.993,4137891.516,-2.911812
298496.799,4137891.468,-2.890685
298496.605,4137891.416,-2.868438
298496.413,4137891.360,-2.848868
298496.222,4137891.301,-2.832025
298496.032,4137891.239,-2.817900
298495.843,4137891.174,-2.806477
298495.655,4137891.107,-2.797737
298495.467,4137891.039,-2.791662
298495.279,4137890.970,-2.788241
298495.091,4137890.901,-2.786394
298494.904,4137890.831,-2.782922
298494.717,4137890.760,-2.777605
298494.530,4137890.689,-2.770436
298494.344,4137890.615,-2.761407
298494.159,4137890.540,-2.750508
298493.974,4137890.463,-2.737731
298493.791,4137890.383,-2.723071
298493.609,4137890.300,-2.706529
298493.428,4137890.214,-2.688157
298493.249,4137890.125,-2.670227
298493.072,4137890.033,-2.654008
298492.896,4137889.938,-2.639499
298492.721,4137889.840,-2.626698
298492.548,4137889.741,-2.615594
298492.375,4137889.639,-2.606179
298492.204,4137889.537,-2.598443
298492.033,4137889.433,-2.592377
298491.863,4137889.328,-2.587923
298491.693,4137889.222,-2.582548
298491.524,4137889.116,-2.574844
298491.355,4137889.008,-2.564799
298491.188,4137888.898,-2.552402
298491.023,4137888.785,-2.537642
298490.859,4137888.670,-2.520511
298490.698,4137888.552,-2.501011
298490.539,4137888.431,-2.479667
298490.382,4137888.307,-2.459477
298490.228,4137888.179,-2.440926
298490.076,4137888.049,-2.424008
298489.927,4137887.916,-2.408715
298489.779,4137887.781,-2.395031
298489.633,4137887.645,-2.382943
298489.489,4137887.506,-2.372436
298489.346,4137887.366,-2.363499
298489.204,4137887.226,-2.355850
298489.063,4137887.084,-2.349104
298488.923,4137886.941,-2.343265
298488.784,4137886.797,-2.338335
298488.645,4137886.653,-2.334316
298488.507,4137886.508,-2.331211
298488.369,4137886.363,-2.329019
298488.232,4137886.218,-2.327741
298488.095,4137886.072,-2.327379
298487.957,4137885.927,-2.327932
298487.820,4137885.782,-2.329400
298487.682,4137885.637,-2.331782
298487.544,4137885.492,-2.334706
298487.405,4137885.348,-2.337297
298487.267,4137885.204,-2.339516
298487.127,4137885.060,-2.340974
298486.988,4137884.917,-2.341123
298486.849,4137884.773,-2.339957
298486.710,4137884.629,-2.337478
298486.572,4137884.485,-2.333683
298486.434,4137884.340,-2.328573
298486.297,4137884.195,-2.322146
298486.161,4137884.048,-2.315402
298486.026,4137883.900,-2.309277
298485.891,4137883.752,-2.303771
298485.758,4137883.603,-2.298885
298485.625,4137883.454,-2.294618
298485.493,4137883.304,-2.290971
298485.361,4137883.153,-2.287942
298485.230,4137883.002,-2.285532
298485.099,4137882.851,-2.283741
298484.968,4137882.700,-2.282567
298484.838,4137882.548,-2.282011
298484.707,4137882.397,-2.282073
298484.577,4137882.245,-2.282752
298484.446,4137882.094,-2.284049
298484.315,4137881.943,-2.285962
298484.184,4137881.792,-2.288002
298484.052,4137881.641,-2.289793
298483.920,4137881.491,-2.291334
298483.788,4137881.341,-2.292627
298483.656,4137881.191,-2.293670
298483.524,4137881.041,-2.294463
298483.391,4137880.891,-2.295007
298483.259,4137880.741,-2.295302
298483.126,4137880.591,-2.295347
298482.994,4137880.442,-2.295142
298482.861,4137880.292,-2.294688
298482.729,4137880.142,-2.293984
298482.596,4137879.992,-2.293031
298482.464,4137879.842,-2.291828
298482.332,4137879.691,-2.290420
298482.201,4137879.541,-2.289094
298482.069,4137879.390,-2.287899
298481.938,4137879.239,-2.286837
298481.807,4137879.089,-2.285906
298481.675,4137878.937,-2.285108
298481.545,4137878.786,-2.284442
298481.414,4137878.635,-2.283908
298481.283,4137878.484,-2.283506
298481.152,4137878.332,-2.283236
298481.021,4137878.181,-2.283099
298480.891,4137878.030,-2.283093
298480.760,4137877.878,-2.283220
298480.629,4137877.727,-2.283478
298480.498,4137877.576,-2.283869
298480.368,4137877.425,-2.284320
298480.237,4137877.273,-2.284390
298480.106,4137877.122,-2.284002
298479.975,4137876.971,-2.283157
298479.844,4137876.819,-2.282000
298479.714,4137876.668,-2.280930
298479.584,4137876.516,-2.279969
298479.453,4137876.364,-2.279117
298479.323,4137876.212,-2.278374
298479.193,4137876.060,-2.277740
298479.064,4137875.908,-2.277216
298478.934,4137875.756,-2.276801
298478.804,4137875.604,-2.276495
298478.674,4137875.452,-2.276298
298478.545,4137875.299,-2.276211
298478.415,4137875.147,-2.276232
298478.285,4137874.995,-2.276363
298478.156,4137874.843,-2.276603
298478.026,4137874.690,-2.276953
298477.896,4137874.538,-2.277298
298477.766,4137874.386,-2.277324
298477.636,4137874.234,-2.277010
298477.507,4137874.082,-2.276356
298477.377,4137873.930,-2.275389
298477.248,4137873.777,-2.274456
298477.118,4137873.625,-2.273665
298476.989,4137873.472,-2.273016
298476.860,4137873.319,-2.272509
298476.731,4137873.166,-2.272143
298476.602,4137873.014,-2.271920
298476.473,4137872.861,-2.271839
298476.344,4137872.708,-2.271899
298476.215,4137872.555,-2.272101
298476.086,4137872.402,-2.272446
298475.957,4137872.250,-2.272932
298475.827,4137872.097,-2.273560
298475.698,4137871.945,-2.274330
298475.569,4137871.792,-2.275242
298475.439,4137871.640,-2.276217
298475.309,4137871.487,-2.276169
298475.180,4137871.335,-2.274754
298475.051,4137871.183,-2.271970
298474.922,4137871.029,-2.267819
298474.794,4137870.876,-2.262700
298474.667,4137870.721,-2.257960
298474.540,4137870.567,-2.253708
298474.414,4137870.411,-2.249945
298474.289,4137870.255,-2.246669
298474.164,4137870.099,-2.243881
298474.039,4137869.943,-2.241582
298473.915,4137869.786,-2.239770
298473.791,4137869.629,-2.238446
298473.668,4137869.472,-2.237609
298473.544,4137869.315,-2.237260
298473.420,4137869.157,-2.237399
298473.297,4137869.000,-2.238024
298473.173,4137868.843,-2.239137
298473.049,4137868.686,-2.240738
298472.924,4137868.530,-2.242617
298472.800,4137868.373,-2.244109
298472.675,4137868.217,-2.245163
298472.550,4137868.061,-2.245779
298472.425,4137867.905,-2.245958
298472.300,4137867.749,-2.245699
298472.175,4137867.592,-2.245002
298472.050,4137867.436,-2.243867
298471.926,4137867.280,-2.242479
298471.802,4137867.123,-2.241192
298471.677,4137866.966,-2.240017
