x,y,yaw,kappa,mode
-46.972,-27.782,2.476590,-0.000640,0
-47.129,-27.658,2.476484,-0.000421,0
-47.286,-27.535,2.476422,-0.000210,0
-47.444,-27.412,2.476400,-0.000085,0
-47.601,-27.288,2.476388,-0.000045,0
-47.758,-27.165,2.476382,-0.000012,0
-47.916,-27.041,2.476383,0.000022,0
-48.073,-26.918,2.476391,0.000052,0
-48.231,-26.794,2.476404,0.000082,0
-48.388,-26.671,2.476424,0.000118,0
-48.545,-26.547,2.476451,0.000142,0
-48.703,-26.424,2.476481,0.000140,0
-48.860,-26.301,2.476507,0.000113,0
-49.017,-26.177,2.476526,0.000077,0
-49.175,-26.054,2.476538,0.000047,0
-49.332,-25.930,2.476545,0.000017,0
-49.490,-25.807,2.476545,-0.000017,0
-49.647,-25.683,2.476538,-0.000048,0
-49.804,-25.560,2.476526,-0.000078,0
-49.962,-25.437,2.476507,-0.000110,0
-50.119,-25.313,2.476482,-0.000143,0
-50.276,-25.190,2.476450,-0.000175,0
-50.434,-25.066,2.476412,-0.000205,0
-50.591,-24.943,2.476368,-0.000235,0
-50.748,-24.819,2.476318,-0.000267,0
-50.906,-24.696,2.476261,-0.000287,0
-51.063,-24.572,2.476203,-0.000250,0
-51.220,-24.449,2.476161,-0.000168,0
-51.378,-24.326,2.476136,-0.000082,0
-51.535,-24.202,2.476128,0.000003,0
-51.692,-24.079,2.476137,0.000090,0
-51.850,-23.955,2.476164,0.000175,0
-52.007,-23.832,2.476207,0.000258,0
-52.164,-23.708,2.476267,0.000342,0
-52.322,-23.585,2.476344,0.000427,0
-52.479,-23.461,2.476438,0.000512,0
-52.637,-23.338,2.476549,0.000597,0
-52.794,-23.214,2.476677,0.000686,0
-52.951,-23.091,2.476823,0.000706,0
-53.109,-22.968,2.476959,0.000237,0
-53.266,-22.844,2.476918,-0.000550,0
-53.424,-22.721,2.476739,-0.000858,0
-53.581,-22.598,2.476575,-0.000773,0
-53.738,-22.474,2.476430,-0.000672,0
-53.896,-22.351,2.476306,-0.000570,0
-54.053,-22.227,2.476202,-0.000473,0
-54.210,-22.104,2.476117,-0.000372,0
-54.368,-21.980,2.476053,-0.000272,0
-54.525,-21.857,2.476008,-0.000173,0
-54.682,-21.733,2.475984,-0.000070,0
-54.840,-21.610,2.475980,0.000027,0
-54.997,-21.486,2.475995,0.000128,0
-55.154,-21.363,2.476031,0.000227,0
-55.312,-21.239,2.476086,0.000327,0
-55.469,-21.116,2.476162,0.000431,0
-55.626,-20.992,2.476258,0.000500,0
-55.784,-20.869,2.476362,0.000495,0
-55.941,-20.745,2.476456,0.000441,0
-56.098,-20.622,2.476538,0.000382,0
-56.256,-20.498,2.476609,0.000325,0
-56.413,-20.375,2.476668,0.000266,0
-56.570,-20.252,2.476715,0.000207,0
-56.728,-20.128,2.476751,0.000152,0
-56.885,-20.005,2.476776,0.000095,0
-57.043,-19.882,2.476789,0.000035,0
-57.200,-19.758,2.476790,-0.000022,0
-57.358,-19.635,2.476780,-0.000080,0
-57.515,-19.511,2.476758,-0.000138,0
-57.672,-19.388,2.476725,-0.000195,0
-57.830,-19.265,2.476680,-0.000252,0
-57.987,-19.141,2.476624,-0.000287,0
-58.145,-19.018,2.476565,-0.000280,0
-58.302,-18.894,2.476512,-0.000245,0
-58.459,-18.771,2.476467,-0.000210,0
-58.617,-18.647,2.476428,-0.000175,0
-58.774,-18.524,2.476397,-0.000140,0
-58.931,-18.401,2.476372,-0.000107,0
-59.089,-18.277,2.476354,-0.000070,0
-59.246,-18.154,2.476344,-0.000035,0
-59.403,-18.030,2.476340,-0.000002,0
-59.561,-17.907,2.476343,0.000032,0
-59.718,-17.783,2.476353,0.000068,0
-59.875,-17.660,2.476370,0.000102,0
-60.033,-17.536,2.476394,0.000137,0
-60.190,-17.413,2.476425,0.000173,0
-60.348,-17.290,2.476463,0.000187,0
-60.505,-17.166,2.476500,0.000168,0
-60.662,-17.043,2.476530,0.000130,0
-60.820,-16.919,2.476552,0.000092,0
-60.977,-16.796,2.476567,0.000055,0
-61.134,-16.672,2.476574,0.000015,0
-61.292,-16.549,2.476573,-0.000025,0
-61.449,-16.426,2.476564,-0.000062,0
-61.607,-16.302,2.476548,-0.000120,0
-61.764,-16.179,2.476516,-0.000248,0
-61.921,-16.055,2.476449,-0.000420,0
-62.079,-15.932,2.476348,-0.000592,0
-62.236,-15.808,2.476212,-0.000771,0
-62.393,-15.685,2.476040,-0.000944,0
-62.551,-15.561,2.475834,-0.001117,0
-62.708,-15.438,2.475593,-0.001179,0
-62.865,-15.314,2.475363,-0.001049,0
-63.022,-15.191,2.475174,-0.000842,0
-63.180,-15.067,2.475026,-0.000639,0
-63.337,-14.943,2.474918,-0.000441,0
-63.494,-14.820,2.474850,-0.000235,0
-63.651,-14.696,2.474824,-0.000032,0
-63.808,-14.572,2.474837,0.000170,0
-63.965,-14.449,2.474892,0.000375,0
-64.123,-14.325,2.474987,0.000576,0
-64.280,-14.201,2.475123,0.000781,0
-64.437,-14.078,2.475299,0.000984,0
-64.594,-13.954,2.475516,0.001187,0
-64.752,-13.831,2.475774,0.001389,0
-64.909,-13.707,2.476072,0.001574,0
-65.066,-13.584,2.476403,0.001084,0
-65.224,-13.460,2.476506,-0.000362,0
-65.381,-13.337,2.476258,-0.001497,0
-65.538,-13.213,2.475908,-0.001671,0
-65.696,-13.090,2.475589,-0.001511,0
-65.853,-12.966,2.475303,-0.001347,0
-66.010,-12.842,2.475050,-0.001189,0
-66.167,-12.719,2.474828,-0.001029,0
-66.324,-12.595,2.474639,-0.000865,0
-66.481,-12.471,2.474482,-0.000704,0
-66.639,-12.348,2.474357,-0.000542,0
-66.796,-12.224,2.474265,-0.000380,0
-66.953,-12.100,2.474205,-0.000220,0
-67.110,-11.976,2.474177,-0.000060,0
-67.267,-11.852,2.474181,0.000103,0
-67.424,-11.729,2.474218,0.000263,0
-67.581,-11.605,2.474286,0.000422,0
-67.738,-11.481,2.474387,0.000530,0
-67.895,-11.357,2.474498,0.000556,0
-68.052,-11.234,2.474609,0.000560,0
-68.210,-11.110,2.474722,0.000566,0
-68.367,-10.986,2.474836,0.000570,0
-68.524,-10.862,2.474950,0.000576,0
-68.681,-10.739,2.475066,0.000574,0
-68.843,-10.611,2.475183,0.000567,0
